,u0e,u1e,sige,p11e,p22e
0,1.0023461930438964,3.007380606976496,0.9999999999993369,0.9136164436591099,0.908625959742113
1,0.9761445578089591,2.9922757284302266,0.9980691003048274,0.8942124329211666,0.8994313250496909
2,1.0298263969932344,2.967102913065014,0.9858013611847581,0.8955921269486788,0.8951849070389511
3,0.9751019869864654,3.0083597383369027,0.9914717852913816,0.8957561787341091,0.8947241559513901
4,0.9842602607540036,2.978271903291635,0.9999999999999915,0.8870845822279022,0.8974746533981607
5,0.9930972417933901,3.012845148549471,1.0,0.9010716193996647,0.8976507594434416
6,1.0197605151921871,2.93274793989263,1.0,0.9073379014122934,0.9043767117830084
7,0.9912278539310959,2.9419110469619696,0.9939850240199486,0.9069032706619385,0.9031293092665872
8,1.0056935077496534,2.9902728098190674,0.9820891233741509,0.9076677966416727,0.9027238601385358
9,1.005175431149269,3.008863354504477,1.0,0.8940241832199843,0.9051000994501914
10,0.9864265407635606,2.963463076803234,0.9548213536556763,0.9006085006571284,0.8936150759297586
11,0.9960280339364523,3.0240310153774934,0.9687049094353425,0.8999419541995732,0.899561128061984
12,1.030546648626114,3.0121735659740927,0.9830392125768457,0.8908687381136431,0.8973801643126884
13,1.0105308050998705,2.9900374371943963,1.0,0.9004956768954728,0.8999363915910951
14,0.9842247531414927,3.034044938287341,0.9745438637465297,0.902003731569612,0.9030001270507622
15,1.022918839319294,3.0396841842419753,0.9999999999999999,0.9009659974194921,0.9001493249408649
16,0.9904233714875915,2.9992835017015658,0.9693509333748273,0.9027287293508672,0.9003610023025373
17,1.0254248899402973,2.99680323489158,1.0,0.9144644205627652,0.90844974131103
18,1.0244993630850807,3.0183013991166803,1.0,0.9057791779144405,0.8979653660682565
19,0.9992929236190872,3.0232839116641825,0.9756040544908633,0.9046507553448211,0.9090326516680975
20,1.011271161556226,2.9954831743466857,1.0,0.8955143237839573,0.901609685806232
21,0.9646628158485994,2.990075993268938,0.9964049933491256,0.9036325028758962,0.9075832868786965
22,1.0192540078975258,3.009047553336542,0.9993184978469457,0.8941111464407068,0.8781470872832099
23,0.9941756219909086,2.979182785261491,0.9726129483114198,0.904181983675124,0.902691343394799
24,0.99043138716154,3.007137690243473,0.99726361440381,0.9071760459179552,0.9037464203506297
25,1.0314381582177996,3.0084944512581173,1.0,0.8996621481754441,0.8892057863116237
