,u0e,u1e,sige,p11e,p22e
0,1.0251653256447748,3.059852385023603,1.0,0.9350904091005414,0.9182197926113493
1,0.9415285931677075,3.07095666301046,1.0,0.895379118052281,0.9256526760968203
2,1.0162849249683408,3.111762240313452,0.9279907701188304,0.8923613591004527,0.8922579596299338
3,1.049801412496681,2.9597109077938297,0.9999999999993048,0.8871930052993225,0.9102459000870239
4,1.0219369738669193,2.956078182224181,0.9373148208180252,0.8879776434721839,0.8831388545095267
5,1.0026468433500166,2.924078252461003,0.9589881361905351,0.9092727355980252,0.9032062793857829
6,0.9263388785359156,2.9676132262539507,0.9767348055520699,0.8650182067217844,0.8794302435632892
7,0.893793308649388,2.9011779887644216,0.999999999999865,0.904605798341293,0.9206408755961621
8,1.0491986370380404,2.9332680334642633,0.9828935969193827,0.8701305426790109,0.9068226788805342
9,1.0427657847637568,2.987707761276203,1.0,0.8839879455270947,0.881047965648126
10,0.9991763849171428,3.105607898218589,0.9661874985462612,0.9168998867607066,0.8935419308007132
11,0.9346140363646491,2.969120194428322,0.9999999999997491,0.8994124626684519,0.8865213706687318
12,1.0621130658912952,2.960576475044827,0.9771118239732347,0.8865439617190476,0.8988608041481747
13,0.937875865159358,2.976761787211479,0.9348613531195149,0.8730130595206462,0.8911810398223949
14,0.9835176840505633,3.0337463691673063,0.9742873415710357,0.8845139865725524,0.9019707015956288
15,0.9953612193267247,3.03443570036447,0.9955861800872121,0.9229610508538992,0.9085218868453868
16,1.017954860292271,2.9676176279434756,1.0,0.9112987298235292,0.8741791638997783
17,1.0278263333443796,3.020967499333902,0.9337612890004148,0.8907846872556526,0.9000950014608231
18,1.0259890408424013,2.987970986923847,0.9931254133165563,0.9055067452788527,0.9221186124635494
19,0.9616530021563986,2.946537657556721,0.9999999999999997,0.8836059429525317,0.9080659571640779
20,0.9101585043521542,3.0278846773118113,0.9999999999999966,0.9002278968268678,0.9091452321609755
21,1.0148381409831262,2.9537590192231096,0.9999999999999999,0.8848169179681652,0.9046519564675548
22,1.1063135679545644,2.9337049290988984,1.0,0.9148969246045867,0.9184108714317039
23,1.103204655908922,3.1055120827915856,0.9999999999999997,0.9049334430988482,0.9032670907703791
24,1.0137683127970343,3.0233244287227325,1.0,0.9008588769533117,0.9100410300341992
25,0.9680524160252809,2.8636034191181197,1.0,0.8852115319005167,0.8875049716515818
26,0.9134562619853048,2.9990724068718686,0.9653918021458724,0.8725567746912556,0.8926319660743917
27,0.9210862840952058,3.009394728482779,0.9929173199518777,0.9174266659824404,0.918326802322366
28,0.9323543310983087,2.9430934180620816,0.9664387141463828,0.8933816722737483,0.9086343646420519
29,0.9642288353558515,3.134625818005095,0.9624506329163326,0.8980217639467833,0.8967408150564451
30,0.9826219676029117,2.981336732884839,1.0,0.9213641633438584,0.9117262767320559
31,1.0479269859722549,2.961153422203558,1.0,0.9314827798972702,0.9063202313139062
32,0.98445051395856,2.991445740761456,1.0,0.8956139740004179,0.8985378966037053
33,0.9801295994159248,2.9250597514525785,0.9488236081332229,0.911274030341866,0.9113691561944112
34,1.0842408213124786,3.0512637958934197,0.9999999999998728,0.8961542236182066,0.8873785284766974
35,1.0560922252976375,3.104302594314036,1.0,0.9093803053583731,0.8754638273233253
36,0.9797690367361632,2.9745691208219474,0.9999999999992782,0.8875484820267663,0.9068338650597216
37,0.9642892875471082,2.9257114090965066,0.9781879307993729,0.8823547468277205,0.8822812582763844
38,0.9694737631581667,3.0269023481388353,0.9850090675301572,0.9086851785400417,0.9190354353496727
39,1.0566611040100196,2.908569939227276,0.9999999999995284,0.9111825986494283,0.8921166340400218
40,1.0628945113071941,2.9828351589514854,1.0,0.8918771523841754,0.9152246872389908
41,1.0036546840256189,3.057696116644602,0.9191634598897362,0.8964182886780306,0.853843664530214
42,1.014388145530318,3.0011342583103024,0.9593659784945543,0.9061301528821772,0.9162560474808001
43,0.9450836379696232,2.9978665078755213,0.9999999999999184,0.9020495123377938,0.9047591389434296
44,0.979726531099263,3.15361947123104,0.9421528812855302,0.9205387165487787,0.886891434702104
45,1.02041992358326,2.99704105395503,0.9494868497623621,0.8838996494193136,0.8989941899373022
46,0.9574488227665681,3.023507259050433,1.0,0.885160341299257,0.8658716103432672
47,1.077057152448705,2.9800710599257805,0.9999999999999999,0.897182015489358,0.9215967773428678
48,0.9678825177745488,3.071576352459959,0.9236720080938978,0.8864355140873224,0.8870758427594868
49,0.9587724094024863,2.876497947132624,0.9858391544344511,0.9382755171554993,0.9152579706259971
50,1.0091829440005575,2.892522092163571,0.988756954282791,0.8684350785377504,0.8943487250074158
51,1.0451040311842257,3.0334401311955257,0.9376969816221672,0.9145084733315013,0.8951627699097988
52,1.023258294567161,2.9980424298084265,0.8976360550588551,0.8932201193747487,0.8878419214944733
53,0.8904828237917493,2.953460920064906,0.9006829586357423,0.8989631732940071,0.8960563441538465
54,0.9555973456253757,2.943034524425415,1.0,0.8843135154523865,0.8401344230756027
55,1.0153335888765627,3.0033994107661135,1.0,0.8757217592200238,0.9143531114069168
56,1.0558045185220906,2.9789030364524107,0.9311303077455773,0.9159410199200729,0.91300833910451
57,1.013142555677033,3.046695428076815,0.9580966793432563,0.8934780676243211,0.8997391825039915
58,1.0606873997817383,2.899339812263628,0.990468520433921,0.913706701875914,0.8850547890794361
59,1.0065374204655664,2.9282514913990263,1.0,0.8854289176940291,0.9157695202061816
60,0.9240412206203732,3.0682309548043434,0.9736657568464014,0.904770480106693,0.8969348340649128
61,0.8857141400911346,2.997569735091329,0.9493323887792675,0.8740493517238193,0.893129956879842
62,1.0004599359986863,3.007261086525308,1.0,0.9299676617251417,0.9119307063397585
63,1.1422592175958777,3.09337387222332,0.9565204567521095,0.92204566060142,0.8941059510928411
64,1.0216735958782708,3.0228290982139474,0.8625044242265872,0.8946133244892448,0.910272528018418
65,0.9508093051358025,2.9987084140607254,1.0,0.8825885147066106,0.8780520369708739
66,0.9949746835309268,2.9604986383757237,0.9604351863057345,0.9156302684985365,0.8817122182936744
67,1.0408425394563043,3.0048914032413996,0.9999999999994535,0.8905531387617722,0.8765189749042273
68,0.984749788977437,2.9256793966999806,0.9828929986534032,0.917241837403608,0.917528675019661
69,1.1115297330169918,2.9534386834269015,0.9312805549540446,0.9148079424718448,0.9372501263404776
70,1.040530660112574,3.0427482288963565,0.9588566761033915,0.9168377609979388,0.8576866175068675
71,0.997588458550447,2.9382898974744025,0.9718692071599794,0.8487733438443856,0.9259731841555369
